title,price,district,town,main category,sub category,Brand,Model year,Condition,Transmission,Model,Body type,Fuel type,Engine capacity,Mileage
New Suzuki Wagon R Hybrid FX 2017,"2,750,000",Kurunegala,Kurunegala,Cars & Vehicles,Auto Services,,,,,,,,,
New Suzuki Wagon R Hybrid FX 2018,"2,760,000",Kurunegala,Kurunegala,Cars & Vehicles,Auto Services,,,,,,,,,
SUZUKI WAGON FAST ISLAMIC FINANCE,"1,664",Gampaha,Ja-Ela,Cars & Vehicles,Auto Services,,,,,,,,,
Tata indica v2 LXI 2006,"1,160,000",Galle,Ambalangoda,Cars & Vehicles,Cars,Tata,2006,Used,Manual,indica v2 LXI,,Petrol,"1,400 ","70,000 "
Mahindra Maximo Plus 2014,"945,000",Colombo,Pannipitiya,Cars & Vehicles,"Vans, Buses & Lorries",Mahindra,2014,Used,,Maximo Plus,,,,"89,000 "
Honda Vezel 2014,"5,220,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Honda,2014,Used,Automatic,Vezel,SUV / 4x4,Petrol,"1,500 ","56,000 "
Suzuki Wagon R FZ SAFETY 2018,"3,275,000",Kurunegala,Narammala,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,Wagon R FZ SAFETY,Hatchback,Petrol,650 ,0 
Hyundai SANTAFE 2008,"3,950,000",Colombo,Homagama,Cars & Vehicles,Cars,Hyundai,2008,Used,Manual,SANTAFE,SUV / 4x4,Diesel,"2,100 ","138,000 "
Toyota VITZ push start 2016,"3,725,000",Colombo,Malabe,Cars & Vehicles,Cars,Toyota,2016,Reconditioned,Automatic,VITZ push start,Hatchback,Petrol,"1,000 ","18,030 "
Mercedes-Benz C180 Sunroof 2016,"12,500,000",Colombo,Colombo 4,Cars & Vehicles,Cars,Mercedes-Benz,2016,Reconditioned,Automatic,C180 Sunroof,Saloon,Petrol,"1,600 ","7,000 "
Bajaj Pulsar 2005,"100,000",Colombo,Athurugiriya,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2005,Used,,Pulsar,,,180 ,"56,000 "
SUZUKI SWIFT RS ISLAMIC FINANCE,"1,664",Colombo,Colombo 6,Cars & Vehicles,Auto Services,,,,,,,,,
Toyota Allion 240 2003,"3,500,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Toyota,2003,Used,Automatic,Allion 240,Saloon,Petrol,"1,500 ","108,000 "
Toyota BELTA 2008,"3,150,000",Colombo,Mount Lavinia,Cars & Vehicles,Cars,Toyota,2008,Used,Automatic,BELTA,Saloon,Petrol,"1,000 ","130,000 "
Bajaj pulsar 150 2017,"290,000",Kurunegala,Mawathagama,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2017,Used,,pulsar 150,,,150 ,"4,700 "
Three wheeler,"100,000",Hambantota,Tangalla,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Hero hunk 2017,"285,000",Gampaha,Kiribathgoda,Cars & Vehicles,Motorbikes & Scooters,Hero,2017,Used,,hunk,,,160 ,"16,165 "
Komatsu Forklift,"1,150,000",Colombo,Kaduwela,Cars & Vehicles,Heavy Machinery & Tractors,,,Used,,,,,,
Bajaj Pulsar 150 BDA 2016,"74,000",Anuradhapura,Medawachchiya,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2016,Used,,Pulsar 150 BDA,,,150 ,"33,000 "
Mitsubishi Lancer GLX 2005,"2,500,000",Kalutara,Horana,Cars & Vehicles,Cars,Mitsubishi,2005,Used,Automatic,Lancer GLX,,Petrol,"1,300 ","122,000 "
Hero pleasure 2016,"125,000",Ratnapura,Embilipitiya,Cars & Vehicles,Motorbikes & Scooters,Hero,2016,Used,,pleasure,,,100 ,"25,685 "
Tata Dimo Batta 2011,"675,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Tata,2011,Used,,Dimo Batta,,,,"700,000 "
Tata 207 2005,"750,000",Gampaha,Minuwangoda,Cars & Vehicles,"Vans, Buses & Lorries",Tata,2005,Used,,Tata 207,,,,"250,000 "
Toyota ist 2007,"2,850,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Toyota,2007,Used,Automatic,ist,,Petrol,"1,500 ","86,000 "
Eicher Tipper 16 HDr 2011,"2,650,000",Hambantota,Ambalantota,Cars & Vehicles,"Vans, Buses & Lorries",Eicher,2011,Used,,Tipper 16 HDr,,,,"165,000 "
Isuzu gemini jt 641 1992,"725,000",Kalutara,Matugama,Cars & Vehicles,Cars,Isuzu,1992,Used,Manual,Isuzu gemini jt 641,Saloon,Diesel,"1,500 ","200,000 "
Coaster ((27Seats )) AC bus for Hire,55,Colombo,Athurugiriya,Cars & Vehicles,Auto Services,,,,,,,,,
Van for Hire - KDH 12seats Highroof,40,Colombo,Ratmalana,Cars & Vehicles,Auto Services,,,,,,,,,
AC Coaster 25/27 Seat bus for Hire,55,Gampaha,Kelaniya,Cars & Vehicles,Auto Services,,,,,,,,,
Honda Jade 2016,"395,000",Gampaha,Negombo,Cars & Vehicles,Motorbikes & Scooters,Honda,2016,Used,,Jade,,,250 ,"30,000 "
Three Wheeler,"210,000",Colombo,Kaduwela,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Toyota Carina TI 1998,"2,400,000",Colombo,Colombo 4,Cars & Vehicles,Cars,Toyota,1998,Used,Automatic,Carina TI,Saloon,Petrol,"2,000 ","190,000 "
Suzuki Alto 2015,"1,785,000",Puttalam,Nattandiya,Cars & Vehicles,Cars,Suzuki,2015,Used,Manual,Alto,,Petrol,800 ,"30,000 "
Toyota KDH 200 GL 2007,"5,950,000",Anuradhapura,Medawachchiya,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,2007,Used,,KDH 200 GL,,,,"125,000 "
Tata Xenon 2015,"1,600,000",Moneragala,Bibile,Cars & Vehicles,"Vans, Buses & Lorries",Tata,2015,Used,,Xenon,,,,"27,673 "
Honda Hornet CH110 2012,"580,000",Gampaha,Negombo,Cars & Vehicles,Motorbikes & Scooters,Honda,2012,Used,,Hornet CH110,,,250 ,"20,000 "
Mitsubishi Pajero Seat,"42,000",Gampaha,Minuwangoda,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Mercedes-Benz CLA180 2017,"11,500,000",Colombo,Colombo 4,Cars & Vehicles,Cars,Mercedes-Benz,2017,Reconditioned,Automatic,CLA180,Saloon,Petrol,"1,600 ","1,600 "
Toyota Prius - Gen 3 2012,"5,000,000",Gampaha,Negombo,Cars & Vehicles,Cars,Toyota,2012,Used,Automatic,Prius - Gen 3,Hatchback,Petrol,"1,800 ","130,000 "
Toyota Hiace TRH 200v Dx,"5,750,000",Gampaha,Kadawatha,Cars & Vehicles,Auto Services,,,,,,,,,
👉 |නවතම බජාජ් ත්‍රිරෝද රථය| Qute,"205,000",Colombo,Piliyandala,Cars & Vehicles,Three Wheelers,,,New,,,,,,
Honda Splender NXG 2008,"80,000",Gampaha,Delgoda,Cars & Vehicles,Motorbikes & Scooters,Honda,2008,Used,,Splender NXG,,,100 ,"100,000 "
Toyota Noah Seat Set,"50,000",Gampaha,Minuwangoda,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
වසර 7කට බැංකු ණයක් Suzuki Spacia 2017,"1,439",Colombo,Kaduwela,Cars & Vehicles,Auto Services,,,,,,,,,
Wagon r Stingray buffer,"38,000",Colombo,Pannipitiya,Cars & Vehicles,Auto Parts & Accessories,,,Reconditioned,,,,,,
Micro Geely MX7 Mark2 2011,"1,675,000",Galle,Galle,Cars & Vehicles,Cars,Micro,2011,Used,Manual,Geely MX7 Mark2,Saloon,Petrol,"1,500 ","75,000 "
Honda Vezel Z 2015,"5,285,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Honda,2015,Used,Automatic,Vezel Z,Saloon,Petrol,"1,500 ","40,000 "
Three Wheeler,"560,000",Ratnapura,Embilipitiya,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Yamaha FZ 16 2013,"250,000",Matara,Kamburugamuwa,Cars & Vehicles,Motorbikes & Scooters,Yamaha,2013,Used,,FZ 16,,,153 ,"30,000 "
New Suzuki Wagon R Hybrid FX 2017,"2,790,000",Kurunegala,Kurunegala,Cars & Vehicles,Auto Services,,,,,,,,,
Brand New Suzuki Wagon R Hybrid FX,"2,790,000",Kurunegala,Kurunegala,Cars & Vehicles,Auto Services,,,,,,,,,
BMW 318i 2017,"9,450,000",Gampaha,Negombo,Cars & Vehicles,Cars,BMW,2017,New,Automatic,318i,Saloon,Petrol,"1,500 ",0 
Toyota Prius 3 rd 2009,"3,990,000",Kalutara,Kalutara,Cars & Vehicles,Cars,Toyota,2009,Used,Automatic,Prius 3 rd,,Petrol,"1,800 ","169,000 "
Ashok Leyland Ruby bus 2006,"2,250,000",Galle,Galle,Cars & Vehicles,"Vans, Buses & Lorries",Ashok Leyland,2006,Used,,Ruby bus,,,,"200,000 "
Toyota Hiace 1989,"2,710,000",Ratnapura,Kuruwita,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1989,Used,,Hiace,,,,"120,000 "
Suzuki Celerio 2015,"2,150,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Suzuki,2015,Used,Manual,Celerio,Hatchback,Petrol,990 ,"76,000 "
Mahindra Maximo Lorry 2011,"745,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,"Vans, Buses & Lorries",Mahindra,2011,Used,,Maximo Lorry,,,,"50,000 "
KDH Body Kit,"6,000",Gampaha,Minuwangoda,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Suzuki Wagon R Fz 2014,"2,590,000",Kalutara,Panadura,Cars & Vehicles,Cars,Suzuki,2014,Used,Automatic,Wagon R Fz 2014,Hatchback,"Petrol, Other fuel type",660 ,"47,000 "
Suzuki WAGON-R FZ 2017,"3,200,000",Kurunegala,Mawathagama,Cars & Vehicles,Cars,Suzuki,2017,New,Automatic,WAGON-R FZ,MPV,Petrol,650 ,0 
Rent a Car-Suzuki Alto 2017,"40,000",Colombo,Rajagiriya,Cars & Vehicles,Auto Services,,,,,,,,,
Audi Q2 2018,"8,750,000",Colombo,Colombo 4,Cars & Vehicles,Cars,Audi,2018,New,Automatic,Q2,Saloon,Petrol,"1,000 ",0 
Bajaj Three Wheeler,"325,000",Gampaha,Delgoda,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
SUBARU R2 TAIL LAMP,"6,500",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,,,Reconditioned,,,,,,
"TVS Apache RTR , White 2016","390,000",Colombo,Dehiwala,Cars & Vehicles,Motorbikes & Scooters,TVS,2016,Used,,"Apache RTR , White",,,160 ,"8,500 "
Three wheelers,"275,000",Gampaha,Nittambuwa,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Toyota Hiace KDH Van for Hire,40,Colombo,Boralesgamuwa,Cars & Vehicles,Auto Services,,,,,,,,,
Suzuki Alto 2011,"1,570,000",Moneragala,Bibile,Cars & Vehicles,Cars,Suzuki,2011,Used,Manual,Alto,Hatchback,Petrol,800 ,"45,025 "
KDH van for Hire [[9/15Seater]],40,Gampaha,Wattala,Cars & Vehicles,Auto Services,,,,,,,,,
Micro Loader 616 2017,"1,300,000",Moneragala,Moneragala,Cars & Vehicles,"Vans, Buses & Lorries",Other brand,2017,Used,,Micro Loader 616,,,,"6,500 "
Van for Hire {{{{KDH 222 - 15Seats }}}},40,Colombo,Wellampitiya,Cars & Vehicles,Auto Services,,,,,,,,,
Japan AC 29 Seat Bus for Hire,55,Gampaha,Kiribathgoda,Cars & Vehicles,Auto Services,,,,,,,,,
Honda Jade CH120 2006,"345,000",Gampaha,Negombo,Cars & Vehicles,Motorbikes & Scooters,Honda,2006,Used,,Jade CH120,,,250 ,"25,000 "
Suzuki Alto RS Japanese 2015,"2,895,000",Kandy,Kandy,Cars & Vehicles,Cars,Suzuki,2015,Reconditioned,Tiptronic,Alto RS Japanese,Hatchback,Petrol,650 ,"49,000 "
BMW 318i M Sport 2018,"11,200,000",Colombo,Kohuwala,Cars & Vehicles,Cars,BMW,2018,New,Automatic,318i M Sport,Saloon,Petrol,"1,500 ",0 
KDH 9/15 Seats Van Available for Hire,40,Colombo,Kottawa,Cars & Vehicles,Auto Services,,,,,,,,,
Bajaj Discover 2011,"70,000",Colombo,Kottawa,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2011,Used,,Discover,,,150 ,"51,000 "
Toyota Corolla 121 LX 2004,"2,975,000",Gampaha,Ragama,Cars & Vehicles,Cars,Toyota,2004,Used,Automatic,Corolla 121 LX,,Petrol,"1,500 ","138,000 "
Toyota Tipper 4HF1 1995,"2,550,000",Kalutara,Ingiriya,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1995,Used,,Tipper 4HF1,,,,"200,000 "
CAT E110 Excavator,"2,950,000",Vavuniya,Vavuniya,Cars & Vehicles,Heavy Machinery & Tractors,,,Used,,,,,,
Isuzu Trooper 1991,"3,200,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Isuzu,1991,Used,Manual,Trooper,SUV / 4x4,Diesel,"3,100 ","178,000 "
Suzuki Wagon R 2018,"3,250,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,Wagon R,,Petrol,660 ,0 
Tata 207 2004,"575,000",Gampaha,Kiribathgoda,Cars & Vehicles,"Vans, Buses & Lorries",Tata,2004,Used,,Tata 207,,,,"112,000 "
Skoda OCTAVIA 2.0 2004,"1,700,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Cars,Skoda,2004,Used,Tiptronic,OCTAVIA 2.0,Saloon,Petrol,"2,000 ","223,570 "
Suzuki Japan Alto 2003,"1,775,000",Colombo,Kottawa,Cars & Vehicles,Cars,Suzuki,2003,Used,Automatic,Japan Alto,Hatchback,Petrol,660 ,"91,000 "
Bajaj 4 Stroke Three Wheeler,"588,000",Matara,Dikwella,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Honda CIVIC EX TURBO 2018,"6,690,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Honda,2018,Used,Tiptronic,CIVIC EX TURBO,Coupé/Sports,Petrol,"1,000 ","4,100 "
Toyota Prius 2014,"3,525,000",Colombo,Kottawa,Cars & Vehicles,Cars,Toyota,2014,Used,Automatic,Prius,Saloon,Petrol,"1,500 ","89,000 "
Suzuki Wagon R FX W 2017,"2,800,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Suzuki,2017,Reconditioned,Automatic,Wagon R FX W,Hatchback,Petrol,650 ,"11,500 "
Long term rent suzuki spacia car,"80,000",Colombo,Colombo 10,Cars & Vehicles,Auto Services,,,,,,,,,
Toyota 110 SE SALOON L 1998,"2,475,000",Ratnapura,Ratnapura,Cars & Vehicles,Cars,Toyota,1998,Used,Automatic,110 SE SALOON L,Saloon,Petrol,"1,500 ","135,000 "
Honda N wagon 2015,"2,900,000",Gampaha,Negombo,Cars & Vehicles,Cars,Honda,2015,New,Automatic,N wagon,Hatchback,Petrol,650 ,0 
Toyota Aqua 2012,"3,775,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Toyota,2012,Used,Automatic,Aqua,,Petrol,"1,500 ","42,437 "
Bajaj 4 Stroke Three Wheeler,"658,000",Matara,Dikwella,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Isuzu ELF 2004,"4,400,000",Galle,Elpitiya,Cars & Vehicles,"Vans, Buses & Lorries",Isuzu,2004,Used,,ELF,,,,"90,000 "
Honda Magna / Black 2005,"340,000",Colombo,Malabe,Cars & Vehicles,Motorbikes & Scooters,Honda,2005,Used,,Magna / Black,,,250 ,"35,000 "
Suzuki CELERIO VXI AMT 2014,"2,600,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Suzuki,2014,Used,Tiptronic,CELERIO VXI AMT,Hatchback,Petrol,"1,000 ","60,000 "
Toyota KDH201 SUPER GL 2014,"8,290,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,2014,New,,KDH201 SUPER GL,,,,0 
Kawasaki D tracker 2014,"630,000",Galle,Galle,Cars & Vehicles,Motorbikes & Scooters,Kawasaki,2014,Used,,D tracker,,,250 ,"23,000 "
Toyota 141 COROLLA 2008,"3,495,000",Colombo,Boralesgamuwa,Cars & Vehicles,Cars,Toyota,2008,Used,Automatic,141 COROLLA,Saloon,Petrol,"1,599 ","99,000 "
Mitshubishi D2F,"1,350,000",Vavuniya,Vavuniya,Cars & Vehicles,Heavy Machinery & Tractors,,,Used,,,,,,
YI bajaj three wheeler,"75,000",Kalutara,Horana,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Nissan EVERY CLIPPER 2014,"2,400,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Nissan,2014,New,,EVERY CLIPPER,,,,0 
Dimo lokka dorawal,"28,000",Ratnapura,Kuruwita,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Suzuki Alto Maruti 2012,"1,555,000",Kalutara,Kalutara,Cars & Vehicles,Cars,Suzuki,2012,Used,Manual,Alto Maruti,Hatchback,Petrol,800 ,"62,000 "
Audi A3 SportBack 2018,"6,690,000",Gampaha,Negombo,Cars & Vehicles,Cars,Audi,2018,New,Automatic,A3 SportBack,Hatchback,Petrol,"1,000 ",0 
Honda Vezel RS Sensing 2016,"7,400,000",Colombo,Mount Lavinia,Cars & Vehicles,Cars,Honda,2016,Used,Tiptronic,Vezel RS Sensing,Saloon,Petrol,"1,500 ","15,000 "
Suzuki SPACIA HYBRID 2015,"2,675,000",Gampaha,Negombo,Cars & Vehicles,Cars,Suzuki,2015,Reconditioned,Automatic,SPACIA HYBRID,Hatchback,Petrol,650 ,"12,000 "
Toyota Corolla AE 100 1992,"1,400,000",Kalutara,Panadura,Cars & Vehicles,Cars,Toyota,1992,Used,Manual,Corolla AE 100,,Petrol,"1,330 ","181,436 "
Nissan Y11 AD Wagon Auto 1999,"1,670,000",Kandy,Kandy,Cars & Vehicles,Cars,Nissan,1999,Used,Automatic,Y11 AD Wagon Auto,Station wagon,Petrol,"1,300 ","125,000 "
Nissan DAYZ ROOX 2015,"2,900,000",Gampaha,Negombo,Cars & Vehicles,Cars,Nissan,2015,New,Automatic,DAYZ ROOX,Hatchback,Petrol,650 ,0 
Toyota Corolla 141 2008,"3,390,000",Colombo,Battaramulla,Cars & Vehicles,Cars,Toyota,2008,Used,Automatic,Corolla 141,,Petrol,"1,600 ","110,000 "
Hero SPLENDOR I SMART110 2018,"62,600",Colombo,Ratmalana,Cars & Vehicles,Motorbikes & Scooters,Hero,2018,New,,SPLENDOR I SMART110,,,110 ,0 
Toyota kdh 2018,"10,900,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,2018,New,,kdh,,,,300 
Suzuki Alto 2015,"1,810,000",Gampaha,Negombo,Cars & Vehicles,Cars,Suzuki,2015,Used,Manual,Alto,,Petrol,800 ,"35,000 "
Suzuki Every 2015,"2,150,000",Kandy,Nawalapitiya,Cars & Vehicles,"Vans, Buses & Lorries",Suzuki,2015,Used,,Suzuki Every,,,,"130,000 "
Toyota Aqua 2012,"3,850,000",Colombo,Colombo 4,Cars & Vehicles,Cars,Toyota,2012,Used,Automatic,Aqua,Hatchback,Petrol,"1,500 ","105,000 "
Suzuki Alto 2017,"2,650,000",Colombo,Nawala,Cars & Vehicles,Cars,Suzuki,2017,Reconditioned,Automatic,Alto,Hatchback,"Petrol, Other fuel type",660 ,"2,200 "
Daihatsu Mira G Grade 2017,"2,950,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Daihatsu,2017,New,Automatic,Mira G Grade,,Petrol,660 ,0 
Bajaj PULSAR 150 BCP 2016,"40,000",Kalutara,Bandaragama,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2016,Used,,PULSAR 150 BCP,,,150 ,"13,000 "
Toyota Dolphin LH113 1993,"3,650,000",Kurunegala,Narammala,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1993,Used,,Dolphin LH113,,,,"320,000 "
Massey Ferguson Tractor,"950,000",Kurunegala,Kurunegala,Cars & Vehicles,Heavy Machinery & Tractors,,,Used,,,,,,
Yamaha GEAR 2014,"185,000",Puttalam,Chilaw,Cars & Vehicles,Motorbikes & Scooters,Yamaha,2014,Used,,GEAR,,,50 ,"15,498 "
Isuzu ELF 16 1/2 Lorry 2013,"4,690,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Isuzu,2013,Used,,ELF 16 1/2 Lorry,,,,"85,000 "
Toyota Aqua S Grade 2013,"3,795,000",Batticaloa,Batticaloa,Cars & Vehicles,Cars,Toyota,2013,Used,Automatic,Aqua S Grade,Hatchback,Petrol,"1,500 ","66,000 "
Toyota LITE ACE 1996,"1,240,000",Gampaha,Nittambuwa,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1996,New,,TOYOTA LITE ACE,,,,"200,000 "
Suzuki WAGON R FX 2017,"2,825,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Suzuki,2017,Reconditioned,Automatic,WAGON R FX,Hatchback,Other fuel type,650 ,"3,200 "
Toyota Prius s LED 2013,"4,575,000",Kandy,Peradeniya,Cars & Vehicles,Cars,Toyota,2013,Used,Automatic,Prius s LED,,Petrol,"1,800 ","64,800 "
DFSK GLORY 330 DVVT 2017,"2,790,000",Colombo,Homagama,Cars & Vehicles,Cars,Other brand,2017,Used,Manual,DFSK GLORY 330 DVVT,MPV,Petrol,"1,500 ","32,000 "
Nissan DAYZ 2015,"2,575,000",Gampaha,Negombo,Cars & Vehicles,Cars,Nissan,2015,New,Automatic,DAYZ,Hatchback,Petrol,650 ,0 
Suzuki Every PA 2017,"2,650,000",Gampaha,Nittambuwa,Cars & Vehicles,"Vans, Buses & Lorries",Suzuki,2017,Reconditioned,,Every PA,,,,"1,000 "
Toyota KDH 201 GL Diesel 2014,"7,600,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,2014,New,,KDH 201 GL Diesel,,,,0 
Suzuki WagonR Fx 2017,"2,800,000",Gampaha,Nittambuwa,Cars & Vehicles,Cars,Suzuki,2017,New,Automatic,WagonR Fx,Hatchback,"Petrol, Other fuel type",650 ,"1,000 "
Aqua Battery 2015,"250,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Suzuki Stingray X Safety 2018,"3,285,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,Stingray X Safety,Hatchback,Petrol,650 ,250 
Toyota KDH TRH Petrol GL 2014,"6,340,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,2014,New,,KDH TRH Petrol GL,,,,0 
Bajaj Pulsar 160 NS Grey 2018,"118,680",Colombo,Piliyandala,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2018,New,,Pulsar 160 NS Grey,,,160 ,0 
Mazda 2 buffer,"25,000",Colombo,Pannipitiya,Cars & Vehicles,Auto Parts & Accessories,,,Reconditioned,,,,,,
Honda twister 2015,"135,000",Matale,Matale,Cars & Vehicles,Motorbikes & Scooters,Honda,2015,Used,,hondatwister,,,110 ,"35,000 "
Suzuki Wagon R Stingray 2015,"2,825,000",Kandy,Kandy,Cars & Vehicles,Cars,Suzuki,2015,Used,Automatic,Wagon R Stingray,MPV,Petrol,650 ,"39,600 "
Suzuki Wagon R stringay 2014,"2,700,000",Colombo,Homagama,Cars & Vehicles,Cars,Suzuki,2014,Used,Automatic,Wagon R  stringay,,Petrol,660 ,"34,850 "
Toyota Prius ZVW30 2010,"4,475,000",Colombo,Piliyandala,Cars & Vehicles,Cars,Toyota,2010,Used,Automatic,Prius ZVW30,Hatchback,Petrol,"1,800 ","124,000 "
Honda FIT GP1 2013,"3,385,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Honda,2013,Reconditioned,Automatic,FIT GP1,Hatchback,"Petrol, Other fuel type","1,300 ","68,500 "
Three wheeler,"440,000",Colombo,Homagama,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Suzuki Every DA 52 1999,"700,000",Galle,Galle,Cars & Vehicles,"Vans, Buses & Lorries",Suzuki,1999,Used,,Every DA 52,,,,"125,000 "
Toyota Carina 1989,"950,000",Gampaha,Delgoda,Cars & Vehicles,Cars,Toyota,1989,Used,Manual,Carina,,Diesel,"1,830 ","200,000 "
Bike stand saris bones 2,"14,500",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,,,Reconditioned,,,,,,
Nissan VANEET AUTO PATROL 2007,"2,870,000",Gampaha,Gampaha,Cars & Vehicles,"Vans, Buses & Lorries",Nissan,2007,Used,,VANEET AUTO PATROL,,,,"165,000 "
Yamaha Libero 2007,"75,000",Colombo,Piliyandala,Cars & Vehicles,Motorbikes & Scooters,Yamaha,2007,Used,,YAMAHA Libero,,,110 ,"39,000 "
Toyota KDH body kit,"8,000",Colombo,Pannipitiya,Cars & Vehicles,Auto Parts & Accessories,,,Reconditioned,,,,,,
Hyundai trajet 2001,"2,175,000",Gampaha,Ja-Ela,Cars & Vehicles,Cars,Hyundai,2001,Used,Automatic,trajet,Hatchback,Diesel,"2,000 ","210,000 "
Nissan X Trail Hybrid 2015,"7,600,000",Colombo,Colombo 6,Cars & Vehicles,Cars,Nissan,2015,Used,Automatic,X Trail Hybrid,,Petrol,"2,000 ","30,000 "
Car lighter Inverter 200w 12v to 230v *,"6,490",Colombo,Colombo 6,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Nissan sunny N16 Ex saloon 2007,"2,375,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Nissan,2007,Used,Manual,sunny N16 Ex saloon,Saloon,Petrol,"1,300 ","83,000 "
Suzuki Wagon R FX B/ NEW 2018,"2,890,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,Wagon R FX B/ NEW,Hatchback,"Petrol, Other fuel type",650 ,13 
2018 Honda CRV DOCTOR PERMIT,"6,400,000",Colombo,Kaduwela,Cars & Vehicles,Auto Services,,,,,,,,,
Nissan Doctor sunny B13 1991,"980,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Nissan,1991,Used,Manual,Doctor sunny B13,,Petrol,"1,330 ","154,324 "
Three wheeler,"138,000",Colombo,Homagama,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Mazda Bongo Vanette 2007,"3,300,000",Colombo,Kaduwela,Cars & Vehicles,"Vans, Buses & Lorries",Mazda,2007,Used,,Bongo Vanette,,,,"87,000 "
SUZUKI WAGON R 2017 FOG LIGHT,"8,750",Gampaha,Kadawatha,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Car for rent - Toyota Corolla 121,45,Colombo,Dehiwala,Cars & Vehicles,Auto Services,,,,,,,,,
Rent a car-suzuki every van,"3,500",Colombo,Moratuwa,Cars & Vehicles,Auto Services,,,,,,,,,
Maruti 800 2006,"1,175,000",Kurunegala,Wariyapola,Cars & Vehicles,Cars,Maruti,2006,Used,Manual,800,Hatchback,Petrol,800 ,"49,000 "
Mahindra BOLERO MAXI TRUCK 2016,"1,685,000",Matale,Matale,Cars & Vehicles,"Vans, Buses & Lorries",Mahindra,2016,Used,,BOLERO MAXI TRUCK,,,,"44,000 "
Toyota vitz 2008,"2,890,000",Matara,Matara,Cars & Vehicles,Cars,Toyota,2008,Used,Automatic,vitz,Hatchback,Petrol,"1,000 ","95,000 "
Toyota Town Ace CR 27 1991,"1,775,000",Matara,Matara,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1991,Used,,Town Ace CR 27,,,,"140,000 "
Allion 240 daily basis rent,"4,500",Colombo,Colombo 10,Cars & Vehicles,Auto Services,,,,,,,,,
